"","trt_1","trt_2","trt_3","ctr_1","ctr_2","ctr_3"
"gene:AT3G15490",0,0,0,0,0,0
"gene:AT3G15500",338,70,230,0,1,0
"gene:AT3G15510",2,61,24,86,36,86
"gene:AT3G15518",677,199,225,1,73,6
"gene:AT3G15520",683,270,414,326,666,131
"gene:AT3G15530",530,224,198,251,319,110
"gene:AT3G15534",1,0,1,0,6,0
"gene:AT3G15540",18,49,76,81,158,69
"gene:AT3G15548",0,0,0,0,0,0
"gene:AT3G15550",32,42,65,61,131,110
"gene:AT3G15570",5,51,70,146,214,105
"gene:AT3G15580",269,99,218,124,228,16
"gene:AT3G15578",0,0,0,0,8,3
"gene:AT3G15590",723,142,457,217,267,56
"gene:AT3G15605",118,0,0,0,0,3
"gene:AT3G15604",0,0,0,0,0,0
"gene:AT3G15610",618,63,166,152,250,204
"gene:AT3G15620",144,11,2,190,190,66
"gene:AT3G15630",947,414,213,733,1880,581
"gene:AT3G15635",554,186,186,419,1180,483
"gene:AT3G15640",815,158,150,248,398,103
"gene:AT3G15650",0,0,10,47,25,8
"gene:AT3G15660",695,270,237,183,384,126
"gene:AT3G15670",0,0,6,0,0,0
"gene:AT3G15680",168,146,72,934,1311,384
"gene:AT3G15690",335,24,25,202,360,179
"gene:AT3G15700",0,0,0,0,0,4
"gene:AT3G15710",112,8,78,72,159,74
"gene:AT3G15720",1,0,0,118,100,3
"gene:AT3G15730",4455,1537,1435,2501,2394,925
"gene:AT3G15740",0,0,0,16,2,0
"gene:AT3G15750",320,0,1,21,28,25
"gene:AT3G15760",483,147,155,47,49,8
"gene:AT3G15770",889,171,243,96,200,104
"gene:AT3G15780",0,39,0,65,72,13
"gene:AT3G15790",335,111,287,73,152,182
"gene:AT3G15800",165,4,43,148,85,59
"gene:AT3G15810",30,36,30,251,274,109
"gene:AT3G15820",37,8,13,15,47,12
"gene:AT3G15830",0,0,2,0,0,0
"gene:AT3G15840",673,123,294,288,1071,319
"gene:AT3G15850",615,29,349,377,1015,295
"gene:AT3G15860",0,0,0,0,1,0
"gene:AT3G15870",2,8,4,17,22,2
"gene:AT3G15880",714,127,300,536,695,322
"gene:AT3G15890",1,0,87,51,147,80
"gene:AT3G15900",240,0,18,46,103,9
"gene:AT3G15909",0,0,0,0,0,0
"gene:AT3G15910",0,5,0,0,5,0
"gene:AT3G15920",584,32,84,141,300,113
"gene:AT3G15930",131,1,2,0,50,1
"gene:AT3G15940",257,41,55,105,150,158
"gene:AT3G15950",113,71,54,26,35,44
"gene:AT3G15960",0,15,1,0,4,0
"gene:AT3G15970",372,66,66,166,152,94
"gene:AT3G15980",1029,289,362,540,836,391
"gene:AT3G15990",161,127,81,0,11,1
"gene:AT3G16000",1728,288,678,1144,1547,596
"gene:AT3G16010",38,46,33,153,199,23
"gene:AT3G16020",1,0,23,22,8,25
"gene:AT3G16030",71,80,47,19,21,1
"gene:AT3G16040",0,0,0,0,0,0
"gene:AT3G16050",84,45,77,86,43,10
"gene:AT3G16060",195,26,162,328,631,339
"gene:AT3G16070",9,0,23,30,53,0
"gene:AT3G16080",576,198,213,269,482,38
"gene:AT3G16090",517,13,65,70,225,2
"gene:AT3G16100",372,2,32,77,142,68
"gene:AT3G16110",207,26,91,202,294,118
"gene:AT3G16117",0,0,0,0,0,0
"gene:AT3G16120",0,1,0,0,5,0
"gene:AT3G16130",1782,178,644,982,1318,532
"gene:AT3G16140",4461,679,2071,2061,3856,1526
"gene:AT3G16150",85,5,0,0,12,0
"gene:AT3G16160",0,1,0,31,0,1
"gene:AT3G16170",272,22,139,116,73,49
"gene:AT3G16175",1,0,18,19,74,25
"gene:AT3G16180",1088,336,76,321,975,232
"gene:AT3G16190",299,20,36,116,230,44
"gene:AT3G16200",293,3,9,166,166,99
"gene:AT3G16210",5,0,0,0,0,0
"gene:AT3G16220",411,56,25,119,119,44
"gene:AT3G16230",220,17,66,226,220,71
"gene:AT3G16240",5818,2249,1182,3193,6778,2091
"gene:AT3G16250",392,95,93,508,831,337
"gene:AT3G16260",370,82,112,264,260,93
"gene:AT3G16270",1809,409,479,407,623,330
"gene:AT3G16280",0,0,0,101,29,4
"gene:AT3G16290",995,137,308,735,854,320
"gene:AT3G16300",0,0,0,0,0,0
"gene:AT3G16310",514,55,113,118,210,33
"gene:AT3G16320",3,16,1,28,84,6
"gene:AT3G16330",1097,305,322,47,86,39
"gene:AT3G16340",1150,297,226,237,546,79
"gene:AT3G16350",130,15,16,29,94,3
"gene:AT3G16360",153,65,44,190,135,239
"gene:AT3G16370",8,19,454,111,122,3
"gene:AT3G16380",0,0,0,0,1,0
"gene:AT3G16390",24,6,0,2,0,1
"gene:AT3G16400",1240,347,240,149,118,111
"gene:AT3G16410",4,0,11,1,4,3
"gene:AT3G16420",197,104,24,28,34,24
"gene:AT3G16430",6,0,3,0,2,6
"gene:AT3G16432",0,0,0,0,0,0
"gene:AT3G16440",0,1,0,0,0,3
"gene:AT3G16450",28,23,11,5,5,14
"gene:AT3G16460",140,44,94,14,20,8
"gene:AT3G16470",785,240,280,362,396,168
"gene:AT3G16480",738,141,256,186,513,158
"gene:AT3G16490",0,65,10,2,11,1
"gene:AT3G16500",1126,303,442,598,564,149
"gene:AT3G16510",222,102,17,38,24,13
"gene:AT3G16520",362,80,233,280,392,193
"gene:AT3G16525",5369,1727,1811,13,6,21
"gene:AT3G16530",10229,2780,3503,20,9,30
"gene:AT3G16540",0,0,0,8,0,4
"gene:AT3G16550",0,0,0,0,0,0
"gene:AT3G16555",102,0,1,0,0,0
"gene:AT3G16560",124,58,0,74,157,80
"gene:AT3G16565",503,58,64,117,93,20
"gene:AT3G16570",251,120,228,157,484,117
"gene:AT3G16580",0,0,0,0,0,0
"gene:AT3G16590",0,0,0,0,0,0
"gene:AT3G16600",0,0,0,0,0,0
"gene:AT3G16610",48,0,18,26,6,0
"gene:AT3G16620",289,32,52,133,192,78
"gene:AT3G16630",306,241,381,657,907,393
"gene:AT3G16640",13279,4579,5736,9958,7309,7395
"gene:AT3G16650",22,1,8,1,14,5
"gene:AT3G16660",0,1,0,0,0,0
"gene:AT3G16670",6,1,0,2,85,0
"gene:AT3G16680",0,0,0,0,0,1
"gene:AT3G16690",0,0,0,0,0,0
"gene:AT3G16700",33,4,1,71,33,23
"gene:AT3G16710",66,0,11,31,69,0
"gene:AT3G16712",0,0,0,0,0,0
"gene:AT3G16720",1714,590,622,26,41,9
"gene:AT3G16730",210,42,46,48,30,2
"gene:AT3G16740",212,34,68,163,174,67
"gene:AT3G16750",0,24,12,21,66,35
"gene:AT3G16760",482,279,86,361,262,109
"gene:AT3G16770",342,73,150,307,166,93
"gene:AT3G16780",1553,261,274,332,483,163
"gene:AT3G16785",1013,206,242,288,381,111
"gene:AT3G16800",229,45,97,8,39,7
"gene:AT3G16810",966,387,358,139,332,58
"gene:AT3G16820",0,0,0,0,0,0
"gene:AT3G16830",881,88,891,243,478,290
"gene:AT3G16840",1631,285,377,401,501,250
"gene:AT3G16850",544,44,96,332,434,130
"gene:AT3G16857",209,99,206,404,586,222
"gene:AT3G16860",401,193,106,2,53,29
"gene:AT3G16870",367,98,120,133,155,38
"gene:AT3G16880",0,0,0,0,4,0
"gene:AT3G16890",0,1,28,64,74,0
"gene:AT3G16895",1,0,0,0,0,0
"gene:AT3G16900",2,0,0,0,0,0
"gene:AT3G16910",736,178,326,235,480,108
"gene:AT3G16920",1344,255,516,187,469,226
"gene:AT3G16930",0,0,0,0,13,0
"gene:AT3G16940",1661,350,541,372,451,209
"gene:AT3G16950",114,294,110,347,378,44
"gene:AT3G16960",1,0,0,0,0,0
"gene:AT3G16970",0,0,0,0,0,0
"gene:AT3G16980",0,0,0,21,8,0
"gene:AT3G16990",26,14,82,32,53,80
"gene:AT3G17000",702,78,225,231,222,136
"gene:AT3G17010",0,0,0,0,0,0
"gene:AT3G17020",3344,799,956,1040,1338,544
"gene:AT3G17030",4,10,33,13,46,0
"gene:AT3G17040",892,24,193,583,545,285
"gene:AT3G17060",0,0,0,0,0,0
"gene:AT3G17070",1,13,72,0,1,1
"gene:AT3G17080",0,0,0,0,0,0
"gene:AT3G17090",172,136,178,340,328,131
"gene:AT3G17100",822,295,46,177,548,108
"gene:AT3G17120",901,174,193,50,85,16
"gene:AT3G17130",5,0,1,0,0,0
"gene:AT3G17140",0,0,0,0,0,0
"gene:AT3G17150",0,0,0,0,0,0
"gene:AT3G17152",0,0,0,0,0,0
"gene:AT3G17155",0,0,0,0,0,0
"gene:AT3G17160",0,0,56,287,215,199
"gene:AT3G17170",80,66,99,785,664,466
"gene:AT3G17180",1,0,0,0,1,1
"gene:AT3G17190",0,0,0,0,0,0
"gene:AT3G17205",1496,521,576,456,534,271
"gene:AT3G17210",481,118,313,257,376,172
"gene:AT3G17220",0,0,0,13,0,0
"gene:AT3G17225",0,0,5,7,14,5
"gene:AT3G17227",14,0,0,0,18,0
"gene:AT3G17230",0,0,0,0,0,0
"gene:AT3G17240",2741,1165,815,438,757,313
"gene:AT3G17250",227,70,55,100,90,52
"gene:AT3G17261",0,0,0,0,0,0
"gene:AT3G17265",0,0,0,0,0,0
"gene:AT3G17270",0,0,0,1,0,0
"gene:AT3G17280",0,1,0,9,8,7
"gene:AT3G17300",154,31,15,143,224,88
"gene:AT3G17310",672,114,43,134,268,131
"gene:AT3G17320",0,1,0,0,0,0
"gene:AT3G17330",303,79,135,205,333,161
"gene:AT3G17340",278,187,149,237,267,140
"gene:AT3G17350",171,11,34,51,104,38
"gene:AT3G17360",530,120,134,126,196,89
"gene:AT3G17365",305,12,25,92,59,21
"gene:AT3G17370",0,0,0,0,0,0
"gene:AT3G17380",9,60,90,176,162,28
"gene:AT3G17390",4680,1888,1936,1707,2410,667
"gene:AT3G17400",6,0,8,0,2,0
"gene:AT3G17410",3068,1029,871,170,398,183
"gene:AT3G17420",725,185,432,188,194,163
"gene:AT3G17430",208,60,123,164,231,184
"gene:AT3G17440",540,79,110,287,403,234
"gene:AT3G17450",252,95,84,214,175,73
"gene:AT3G17460",0,1,0,22,21,0
"gene:AT3G17465",301,101,169,119,240,103
"gene:AT3G17470",315,55,92,417,420,128
"gene:AT3G17480",0,0,0,0,5,0
"gene:AT3G17490",0,0,0,0,0,0
"gene:AT3G17500",0,0,0,0,0,0
"gene:AT3G17510",371,32,60,102,199,77
"gene:AT3G17520",0,0,0,0,0,0
"gene:AT3G17530",0,0,0,0,0,0
"gene:AT3G17540",0,0,0,0,0,0
"gene:AT3G17550",0,0,0,0,0,0
"gene:AT3G17560",0,0,0,0,0,0
"gene:AT3G17570",0,0,0,0,0,0
"gene:AT3G17580",0,0,0,0,4,0
"gene:AT3G17590",94,16,77,56,119,28
"gene:AT3G17600",0,0,0,0,0,0
"gene:AT3G17609",8,7,29,76,43,25
"gene:AT3G17611",106,12,49,41,63,2
"gene:AT3G17620",0,0,0,0,0,0
"gene:AT3G17626",0,6,46,31,25,0
"gene:AT3G17630",59,24,10,48,17,0
"gene:AT3G17640",151,12,8,24,153,45
"gene:AT3G17650",1132,292,154,307,544,264
"gene:AT3G17655",513,53,78,195,217,166
"gene:AT3G17660",163,0,2,60,23,33
"gene:AT3G17668",19,0,2,31,40,20
"gene:AT3G17670",0,0,9,11,92,6
"gene:AT3G17675",1,0,0,17,19,0
"gene:AT3G17680",150,24,1,16,35,12
"gene:AT3G17690",2283,363,361,5,26,8
"gene:AT3G17700",512,318,340,58,63,36
"gene:AT3G17710",191,2,26,37,28,40
"gene:AT3G17712",41,28,41,27,33,12
"gene:AT3G17717",1,0,0,5,18,0
"gene:AT3G17720",0,0,0,0,0,0
"gene:AT3G17730",128,0,24,86,77,22
"gene:AT3G17740",202,82,29,125,114,83
"gene:AT3G17750",743,111,71,267,343,130
"gene:AT3G17760",0,0,1,3,0,0
"gene:AT3G17765",0,0,0,3,0,0
"gene:AT3G17770",388,192,394,111,312,130
"gene:AT3G17780",147,26,73,69,136,52
"gene:AT3G17790",68,8,0,42,53,29
"gene:AT3G17800",577,116,185,425,372,248
"gene:AT3G17810",497,99,186,161,204,102
"gene:AT3G17820",425,147,57,182,286,161
"gene:AT3G17830",6,0,36,53,67,18
"gene:AT3G17840",469,174,172,404,418,199
"gene:AT3G17850",563,296,264,856,933,375
"gene:AT3G17860",170,76,174,123,155,108
"gene:AT3G17880",517,77,72,135,342,117
"gene:AT3G17890",435,96,97,135,141,201
"gene:AT3G17900",690,168,184,298,473,201
"gene:AT3G17910",50,30,98,29,98,16
"gene:AT3G17920",94,91,206,334,172,137
"gene:AT3G17930",316,5,134,470,536,275
"gene:AT3G17940",629,35,170,150,206,103
"gene:AT3G17950",63,0,4,135,253,79
"gene:AT3G17970",328,137,93,242,426,244
"gene:AT3G17980",0,0,29,0,1,0
"gene:AT3G18000",571,59,146,532,831,267
"gene:AT3G18010",41,0,40,0,8,0
"gene:AT3G18020",21,29,0,39,56,20
"gene:AT3G18030",10,69,10,59,120,74
"gene:AT3G18035",1373,467,562,1162,1698,508
"gene:AT3G18040",112,124,191,374,405,275
"gene:AT3G18050",812,197,194,606,923,390
"gene:AT3G18060",1069,295,320,395,779,222
"gene:AT3G18070",2,0,3,0,23,15
"gene:AT3G18080",4605,1114,1397,2084,3184,1095
"gene:AT3G18090",93,1,59,85,118,15
"gene:AT3G18100",609,172,99,92,91,99
"gene:AT3G18110",891,258,128,439,459,191
"gene:AT3G18120",0,0,0,0,0,0
"gene:AT3G18130",803,314,388,279,348,100
"gene:AT3G18140",400,174,121,287,417,181
"gene:AT3G18150",0,0,0,1,0,0
"gene:AT3G18160",35,1,13,32,62,64
"gene:AT3G18165",1251,102,286,135,242,177
"gene:AT3G18170",0,26,0,16,1,0
"gene:AT3G18180",0,0,0,0,0,0
"gene:AT3G18190",753,403,229,583,559,231
"gene:AT3G18200",0,0,0,0,10,0
"gene:AT3G18210",484,125,141,100,230,68
"gene:AT3G18215",73,64,18,97,225,69
"gene:AT3G18220",0,0,0,1,0,0
"gene:AT3G18230",366,75,78,212,239,55
"gene:AT3G18235",0,0,0,0,0,0
"gene:AT3G18240",304,68,175,178,110,42
"gene:AT3G18250",342,197,35,0,0,0
"gene:AT3G18260",164,12,36,56,121,10
"gene:AT3G18270",106,44,75,73,135,27
"gene:AT3G18280",1841,255,594,612,753,434
"gene:AT3G18282",2,0,0,1,2,2
"gene:AT3G18290",1329,983,784,863,1189,456
"gene:AT3G18291",0,0,0,0,6,12
"gene:AT3G18295",250,161,42,87,116,30
"gene:AT3G18300",143,88,31,34,31,21
"gene:AT3G18310",87,30,39,19,35,36
"gene:AT3G18320",0,0,9,51,1,2
"gene:AT3G18330",0,0,0,20,2,0
"gene:AT3G18340",0,0,0,1,0,0
"gene:AT3G18350",379,137,38,108,145,92
"gene:AT3G18360",0,0,6,0,0,1
"gene:AT3G18370",915,198,160,98,157,72
"gene:AT3G18380",177,40,29,46,175,25
"gene:AT3G18390",1828,346,277,1117,1396,544
"gene:AT3G18400",1,0,0,0,1,0
"gene:AT3G18410",826,158,229,256,571,214
"gene:AT3G18420",380,96,44,229,341,147
"gene:AT3G18430",236,10,101,90,150,45
"gene:AT3G18440",1260,331,316,110,267,73
"gene:AT3G18450",0,0,2,0,0,0
"gene:AT3G18460",0,0,0,0,0,0
"gene:AT3G18470",0,0,1,0,0,0
"gene:AT3G18480",429,72,63,262,397,240
"gene:AT3G18485",69,0,0,0,8,0
"gene:AT3G18490",2045,334,524,937,1416,509
"gene:AT3G18500",147,2,39,81,142,51
"gene:AT3G18510",139,0,13,25,33,7
"gene:AT3G18518",0,0,0,0,0,0
"gene:AT3G18520",257,100,119,307,367,155
"gene:AT3G18524",306,85,95,72,171,98
"gene:AT3G18530",3,21,3,50,26,5
"gene:AT3G18535",142,33,95,118,315,75
"gene:AT3G18550",1,0,1,5,1,0
"gene:AT3G18560",339,89,190,234,456,213
"gene:AT3G18570",0,0,0,0,0,0
"gene:AT3G18580",66,0,20,41,83,4
"gene:AT3G18590",0,0,0,0,0,0
"gene:AT3G18600",802,151,211,117,261,118
"gene:AT3G18610",3,0,2,0,0,1
"gene:AT3G18620",334,28,55,39,56,41
"gene:AT3G18630",4,0,18,10,7,1
"gene:AT3G18640",1043,180,326,410,209,228
"gene:AT3G18650",0,0,1,0,0,0
"gene:AT3G18660",778,98,149,186,249,46
"gene:AT3G18670",281,1,21,0,28,58
"gene:AT3G18680",358,57,138,275,722,212
"gene:AT3G18690",641,134,124,49,128,15
"gene:AT3G18700",0,0,0,0,0,0
"gene:AT3G18710",213,26,159,135,200,144
"gene:AT3G18715",0,0,0,0,34,0
"gene:AT3G18720",0,0,0,0,0,0
"gene:AT3G18730",101,0,31,28,91,27
"gene:AT3G18740",751,291,365,489,946,323
"gene:AT3G18750",69,50,82,202,230,81
"gene:AT3G18760",318,117,47,17,194,95
"gene:AT3G18770",77,26,56,32,89,38
"gene:AT3G18773",124,42,35,32,150,161
"gene:AT3G18775",149,42,35,17,143,93
"gene:AT3G18780",4654,1717,2174,2461,4381,1852
"gene:AT3G18790",975,87,252,331,338,194
"gene:AT3G18800",2,1,0,20,106,61
"gene:AT3G18810",0,0,0,17,0,0
"gene:AT3G18820",1013,209,266,387,419,217
"gene:AT3G18830",5938,1996,1595,307,274,165
"gene:AT3G18840",105,28,22,26,16,0
"gene:AT3G18850",1,72,3,27,40,0
"gene:AT3G18860",495,283,299,502,629,417
"gene:AT3G18870",58,31,14,58,71,3
"gene:AT3G18880",0,1,0,0,3,0
"gene:AT3G18890",1269,457,668,651,1147,588
"gene:AT3G18900",25,0,28,178,137,93
"gene:AT3G18905",0,0,0,6,1,0
"gene:AT3G18910",189,11,7,6,47,32
"gene:AT3G18930",760,190,434,121,228,129
"gene:AT3G18915",12,107,104,22,29,7
"gene:AT3G18940",0,11,8,168,157,70
"gene:AT3G18950",156,22,9,14,6,0
"gene:AT3G18957",6,0,0,0,0,0
"gene:AT3G18960",129,63,22,115,125,18
"gene:AT3G18970",129,34,30,97,99,5
"gene:AT3G18980",332,165,124,310,431,128
"gene:AT3G18990",398,8,107,197,240,132
"gene:AT3G19000",2,11,54,141,217,61
"gene:AT3G19010",3131,646,948,123,158,46
"gene:AT3G19020",461,283,180,95,78,30
"gene:AT3G19030",216,123,77,128,278,83
"gene:AT3G19035",0,0,0,0,0,0
"gene:AT3G19040",4,0,15,1,17,4
"gene:AT3G19050",1205,185,203,623,543,215
"gene:AT3G19055",0,0,0,0,0,0
"gene:AT3G19070",0,0,0,0,0,0
"gene:AT3G19080",17,60,38,98,44,52
"gene:AT3G19085",1,0,0,0,0,0
"gene:AT3G19090",1,0,0,0,0,0
"gene:AT3G19100",257,202,93,733,698,458
"gene:AT3G19120",125,40,85,119,178,105
"gene:AT3G19130",916,536,563,352,338,141
"gene:AT3G19140",0,0,0,0,0,0
"gene:AT3G19150",139,52,187,29,119,18
"gene:AT3G19160",0,0,0,0,0,0
"gene:AT3G19170",3649,559,746,1319,2182,834
"gene:AT3G19180",559,60,30,203,200,78
"gene:AT3G19184",0,70,0,0,0,0
"gene:AT3G19190",1164,548,755,882,962,370
"gene:AT3G19200",0,0,0,3,0,0
"gene:AT3G19210",46,33,23,14,33,3
"gene:AT3G19220",261,69,36,104,78,23
"gene:AT3G19230",1,0,6,13,2,1
"gene:AT3G19240",859,202,378,439,355,252
"gene:AT3G19250",28,58,13,7,27,1
"gene:AT3G19260",936,163,223,108,155,37
"gene:AT3G19270",38,6,2,0,1,0
"gene:AT3G19274",0,0,0,0,0,0
"gene:AT3G19280",81,0,45,3,70,14
"gene:AT3G19290",803,334,183,240,302,98
"gene:AT3G19300",210,3,11,177,160,39
"gene:AT3G19310",82,1,14,24,19,14
"gene:AT3G19320",0,0,0,3,0,0
"gene:AT3G19330",72,2,9,51,41,40
"gene:AT3G19340",236,93,163,217,296,114
"gene:AT3G19350",0,0,0,0,12,1
"gene:AT3G19360",184,69,120,79,85,29
"gene:AT3G19370",749,231,235,1129,1240,656
"gene:AT3G19380",470,7,51,175,203,111
"gene:AT3G19390",2,0,0,0,27,2
"gene:AT3G19400",25,24,94,80,98,18
"gene:AT3G19410",0,0,0,0,0,0
"gene:AT3G19420",1132,334,244,548,518,246
"gene:AT3G19430",15,7,1,8,23,2
"gene:AT3G19440",241,6,212,14,45,70
"gene:AT3G19450",1017,84,150,421,596,294
"gene:AT3G19460",143,39,101,105,255,118
"gene:AT3G19470",164,106,5,5,7,20
"gene:AT3G19480",264,113,97,279,277,167
"gene:AT3G19490",204,114,143,279,610,228
"gene:AT3G19500",0,6,1,0,8,1
"gene:AT3G19508",35,9,10,15,62,12
"gene:AT3G19510",491,101,70,190,168,51
"gene:AT3G19515",520,39,164,239,302,165
"gene:AT3G19520",203,256,27,130,208,71
"gene:AT3G19530",0,0,0,0,0,0
"gene:AT3G19540",1307,340,139,479,543,168
"gene:AT3G19550",0,6,3,0,0,0
"gene:AT3G19552",0,6,0,0,0,0
"gene:AT3G19553",622,370,209,66,154,128
"gene:AT3G19560",0,0,0,0,0,15
"gene:AT3G19565",0,0,0,0,0,0
"gene:AT3G19570",520,21,36,151,235,173
"gene:AT3G19580",1030,264,376,11,37,3
"gene:AT3G19590",46,28,65,138,147,16
"gene:AT3G19595",0,0,12,0,0,0
"gene:AT3G19600",0,1,12,0,0,0
"gene:AT3G19610",0,2,0,0,0,0
"gene:AT3G19613",292,124,132,55,101,30
"gene:AT3G19615",7,1,6,0,0,0
"gene:AT3G19620",1233,451,422,377,574,288
"gene:AT3G19630",71,91,60,54,181,42
"gene:AT3G19640",377,160,143,216,236,71
"gene:AT3G19650",200,79,153,259,146,154
"gene:AT3G19660",65,7,61,8,0,1
"gene:AT3G19663",0,0,0,0,0,0
"gene:AT3G19670",874,184,243,361,491,221
"gene:AT3G19680",110,118,42,173,311,115
"gene:AT3G19690",0,0,0,0,3,0
"gene:AT3G19700",162,22,10,6,18,0
"gene:AT3G19710",525,260,149,94,56,87
"gene:AT3G19720",195,92,73,413,491,274
"gene:AT3G19740",1041,161,212,396,385,229
"gene:AT3G19760",1407,445,768,616,710,262
"gene:AT3G19770",262,199,119,151,247,71
"gene:AT3G19780",18,24,43,128,177,64
"gene:AT3G19790",451,18,58,153,242,76
"gene:AT3G19800",35,3,73,191,254,145
"gene:AT3G19810",209,114,179,334,339,243
"gene:AT3G19820",2966,907,1108,1994,2464,830
"gene:AT3G19830",523,304,302,208,297,151
"gene:AT3G19840",447,364,173,236,272,156
"gene:AT3G19850",213,2,8,85,145,74
"gene:AT3G19860",287,82,161,277,467,172
"gene:AT3G19870",156,369,152,209,357,71
"gene:AT3G19880",0,0,0,0,0,0
"gene:AT3G19890",0,0,0,0,0,0
"gene:AT3G19895",525,48,242,224,301,39
"gene:AT3G19900",100,53,95,189,337,155
"gene:AT3G19910",827,148,361,186,440,170
"gene:AT3G19920",22,0,0,4,6,0
"gene:AT3G19930",209,115,61,94,194,162
"gene:AT3G19940",0,0,0,0,0,0
"gene:AT3G19950",377,102,105,118,214,104
"gene:AT3G19960",2238,559,683,1190,1642,657
"gene:AT3G19970",2775,513,776,25,25,15
"gene:AT3G19980",435,163,179,185,193,93
"gene:AT3G19990",43,1,49,143,111,75
"gene:AT3G20000",1767,179,415,440,453,227
"gene:AT3G20010",171,40,47,100,150,98
"gene:AT3G20015",56,32,27,143,214,96
"gene:AT3G20020",64,60,58,67,101,78
"gene:AT3G20030",0,0,0,0,0,0
"gene:AT3G20040",11,67,10,61,86,29
"gene:AT3G20050",1612,506,518,704,1289,241
"gene:AT3G20060",227,148,97,182,479,270
"gene:AT3G20070",5,2,11,23,33,64
"gene:AT3G20080",164,46,3,40,120,39
"gene:AT3G20090",0,0,8,8,59,8
"gene:AT3G20100",3,25,33,2,12,1
"gene:AT3G20110",0,0,0,1,0,0
"gene:AT3G20120",76,33,8,98,82,99
"gene:AT3G20130",0,1,0,20,26,11
"gene:AT3G20140",0,0,0,0,0,0
"gene:AT3G20150",571,0,82,327,298,176
"gene:AT3G20155",0,0,0,0,0,0
"gene:AT3G20160",0,0,0,0,0,0
"gene:AT3G20170",165,7,108,28,65,3
"gene:AT3G20180",0,0,0,0,1,0
"gene:AT3G20190",0,0,0,0,10,0
"gene:AT3G20200",1,0,2,11,36,0
"gene:AT3G20210",0,0,0,0,0,0
"gene:AT3G20220",0,26,5,6,41,2
"gene:AT3G20230",454,34,84,277,634,318
"gene:AT3G20240",158,3,99,60,98,52
"gene:AT3G20250",1467,222,209,207,167,33
"gene:AT3G20260",104,74,23,124,56,12
"gene:AT3G20270",190,0,76,92,76,13
"gene:AT3G20280",0,66,29,91,90,50
"gene:AT3G20290",661,20,223,338,448,261
"gene:AT3G20300",0,38,33,53,103,44
"gene:AT3G20310",703,137,124,272,247,62
"gene:AT3G20320",194,75,96,219,248,103
"gene:AT3G20330",1428,330,321,148,302,139
"gene:AT3G20340",0,1,0,13,11,3
"gene:AT3G20350",218,40,42,180,277,136
"gene:AT3G20360",0,0,0,0,1,0
"gene:AT3G20362",0,0,1,9,7,0
"gene:AT3G20370",27,10,5,1,1,3
"gene:AT3G20380",206,34,8,22,29,15
"gene:AT3G20390",3055,1108,1089,1202,1533,786
"gene:AT3G20395",0,0,0,12,6,3
"gene:AT3G20400",0,0,0,0,0,0
"gene:AT3G20410",3622,768,1026,197,195,101
"gene:AT3G20420",48,0,15,25,41,8
"gene:AT3G20430",221,73,96,171,254,149
"gene:AT3G20440",16,32,56,128,180,26
"gene:AT3G20450",7,26,21,59,36,12
"gene:AT3G20460",218,34,1,33,61,46
"gene:AT3G20470",4,4,15,7,11,1
"gene:AT3G20475",3,0,0,8,52,2
"gene:AT3G20480",17,46,28,0,1,0
"gene:AT3G20490",280,82,114,14,43,16
"gene:AT3G20500",263,92,57,94,248,66
"gene:AT3G20510",935,301,218,97,154,76
"gene:AT3G20520",0,0,0,0,0,0
"gene:AT3G20530",0,0,0,0,0,0
"gene:AT3G20540",229,83,176,237,529,296
"gene:AT3G20550",278,165,77,312,269,219
"gene:AT3G20555",0,0,0,0,0,0
"gene:AT3G20557",0,0,0,0,0,0
"gene:AT3G20560",193,33,40,105,220,62
"gene:AT3G20570",1079,287,296,324,475,295
"gene:AT3G20580",0,11,0,0,1,0
"gene:AT3G20590",0,0,0,0,0,0
"gene:AT3G20600",598,93,409,47,67,72
"gene:AT3G20610",0,0,0,0,0,0
"gene:AT3G20620",181,54,39,73,116,73
"gene:AT3G20630",1335,311,220,508,579,254
"gene:AT3G20640",286,147,34,171,505,130
"gene:AT3G20650",147,3,82,250,186,89
"gene:AT3G20660",0,0,1,56,63,8
"gene:AT3G20670",92,8,161,209,174,128
"gene:AT3G20680",96,2,68,316,314,196
"gene:AT3G20690",0,0,0,0,1,0
"gene:AT3G20700",0,0,0,0,0,0
"gene:AT3G20710",0,0,0,0,0,0
"gene:AT3G20720",1019,172,101,250,305,216
"gene:AT3G20730",0,0,14,39,12,0
"gene:AT3G20740",208,48,92,120,176,56
"gene:AT3G20750",0,0,0,0,0,0
"gene:AT3G20760",172,30,16,0,1,15
"gene:AT3G20770",3410,1280,1363,1177,1136,528
"gene:AT3G20780",138,81,37,117,196,122
"gene:AT3G20790",204,97,97,198,345,189
"gene:AT3G20800",410,110,287,190,363,170
"gene:AT3G20810",574,256,345,883,1279,551
"gene:AT3G20820",821,113,118,78,535,90
"gene:AT3G20830",24,148,32,3,41,28
"gene:AT3G20840",24,0,0,0,0,0
"gene:AT3G20850",58,53,14,0,14,0
"gene:AT3G20860",1753,311,378,167,255,121
"gene:AT3G20865",7,8,9,33,83,55
"gene:AT3G20870",284,36,65,221,407,158
"gene:AT3G20880",0,0,0,0,0,0
"gene:AT3G20890",532,108,126,118,104,17
"gene:AT3G20898",95,105,70,193,173,53
